ID,Username,Tweet,Sentiment,Location,Hashtags,Timestamp,Retweet_count,Like_count,Brand
t00538,brian43,"Exploring the features of Google at Mumbai, India! #TravelDiaries #Trending",neutral,"Mumbai, India","['#TravelDiaries', '#Trending']",2025-04-04 01:16:14.743425,601,2127,Google
t00539,fgibson,"Amazing experience with the new product from Samsung at North Monicachester, Korea! #ShopSmart #TravelDiaries",positive,"North Monicachester, Korea","['#ShopSmart', '#TravelDiaries']",2025-03-05 17:06:46.570336,670,1444,Samsung
t00540,garybrown,"Amazing experience with the new product from Samsung at Youngbury, India! #FitnessGoals #MovieNight",positive,"Youngbury, India","['#FitnessGoals', '#MovieNight']",2024-12-15 19:21:47.555213,642,2283,Samsung
t00541,samuel27,"Worst experience so far with Google at Los Angeles, USA! #FitnessGoals",negative,"Los Angeles, USA",['#FitnessGoals'],2024-11-06 23:13:27.616652,303,736,Google
t00542,rebecca94,"Not sure how to feel about Samsung at Sydney, Australia! #FitnessGoals #Trending",neutral,"Sydney, Australia","['#FitnessGoals', '#Trending']",2024-06-24 04:15:32.957509,536,2120,Samsung
t00543,theodorejones,"Loving the fresh updates brought by Netflix at São Paulo, Brazil! #Trending",positive,"São Paulo, Brazil",['#Trending'],2024-05-21 02:57:13.519614,19,573,Netflix
t00544,kwillis,"Frustrated by the poor service at Apple at Los Angeles, USA! #MovieNight",negative,"Los Angeles, USA",['#MovieNight'],2025-04-14 08:34:43.047265,661,2649,Apple
t00545,flowersdavid,"Terrible experience with Netflix at Los Angeles, USA! #Trending",negative,"Los Angeles, USA",['#Trending'],2024-05-16 19:41:50.365804,817,2293,Netflix
t00546,petersjesus,"Not satisfied with the recent changes by Amazon at London, UK! #Innovation",negative,"London, UK",['#Innovation'],2024-05-17 11:19:01.998977,429,1503,Amazon
t00547,kevin58,"Honestly, not happy with Adidas at Mumbai, India! #Innovation #MovieNight",negative,"Mumbai, India","['#Innovation', '#MovieNight']",2024-07-27 19:49:23.974192,707,928,Adidas
t00548,rblack,"Unexpected issues faced with Tesla at Los Angeles, USA! #TravelDiaries",negative,"Los Angeles, USA",['#TravelDiaries'],2024-09-09 18:17:47.593043,924,1783,Tesla
t00549,audreymills,"Terrible experience with Tesla at New Tyrone, Kuwait! #TechNews #TravelDiaries",negative,"New Tyrone, Kuwait","['#TechNews', '#TravelDiaries']",2025-03-05 09:36:03.050207,21,1838,Tesla
t00550,michaelclark,"Terrible experience with Amazon at Mumbai, India! #TravelDiaries",negative,"Mumbai, India",['#TravelDiaries'],2024-12-07 06:23:08.302745,403,2150,Amazon
t00551,michaeljones,"Loving the fresh updates brought by Netflix at Stephanietown, Saint Kitts and Nevis! #ShopSmart",positive,"Stephanietown, Saint Kitts and Nevis",['#ShopSmart'],2024-06-25 17:17:29.830079,802,2463,Netflix
t00552,khunt,"First time trying products from Samsung at Martinezside, Turks and Caicos Islands! #EcoFriendly #Trending",neutral,"Martinezside, Turks and Caicos Islands","['#EcoFriendly', '#Trending']",2024-10-05 07:56:11.347521,742,1952,Samsung
t00553,josephjohnston,"Worst experience so far with Apple at São Paulo, Brazil! #EcoFriendly #Innovation",negative,"São Paulo, Brazil","['#EcoFriendly', '#Innovation']",2025-01-02 04:11:41.785665,792,893,Apple
t00554,mitchelldavis,"Yet to form a solid opinion about Nike at Tokyo, Japan! #TechNews",neutral,"Tokyo, Japan",['#TechNews'],2024-11-20 06:41:51.175753,884,1448,Nike
t00555,juangreen,"Had an average experience with Netflix at Sydney, Australia! #Innovation",neutral,"Sydney, Australia",['#Innovation'],2025-03-02 23:44:46.255678,350,783,Netflix
t00556,stoutgregory,"Unexpected issues faced with Netflix at Paris, France! #NewLaunch",negative,"Paris, France",['#NewLaunch'],2024-07-09 17:19:56.719803,452,961,Netflix
t00557,freymichael,"Blown away by the quality of Adidas at Toronto, Canada! #Innovation",positive,"Toronto, Canada",['#Innovation'],2025-02-21 20:36:34.033657,578,1159,Adidas
t00558,qrussell,"Mixed feelings about Apple at Mumbai, India! #FitnessGoals",neutral,"Mumbai, India",['#FitnessGoals'],2024-10-06 18:20:56.400301,102,612,Apple
t00559,michelesanders,"Giving a try to Adidas at São Paulo, Brazil! #NewLaunch",neutral,"São Paulo, Brazil",['#NewLaunch'],2025-03-16 21:09:04.346159,152,168,Adidas
t00560,charles21,"First impressions are great for Adidas at South Dianachester, Spain! #TechNews #EcoFriendly",positive,"South Dianachester, Spain","['#TechNews', '#EcoFriendly']",2025-03-20 17:00:43.669028,134,1157,Adidas
t00561,sydneywilliams,"Unmatched service and performance by Apple at South Lindsayfort, Niue! #TravelDiaries #MovieNight",positive,"South Lindsayfort, Niue","['#TravelDiaries', '#MovieNight']",2025-01-16 16:03:14.715908,939,2463,Apple
t00562,cnixon,"Amazing experience with the new product from Nike at Lake Carl, Cuba! #ShopSmart",positive,"Lake Carl, Cuba",['#ShopSmart'],2025-04-23 16:58:04.323914,1,290,Nike
t00563,deborah07,"Terrible experience with Samsung at Toronto, Canada! #TravelDiaries #MovieNight",negative,"Toronto, Canada","['#TravelDiaries', '#MovieNight']",2025-02-27 11:14:26.824009,541,959,Samsung
t00564,hillcathy,"Loving the fresh updates brought by Samsung at New York, USA! #MovieNight",positive,"New York, USA",['#MovieNight'],2024-10-03 11:51:37.521744,450,1275,Samsung
t00565,shelly67,"Could have been better, talking about Google at North Josephville, Japan! #NewLaunch",negative,"North Josephville, Japan",['#NewLaunch'],2024-12-04 13:48:15.603143,308,558,Google
t00566,justin76,"Giving a try to Samsung at Lake Michael, Cape Verde! #NewLaunch",neutral,"Lake Michael, Cape Verde",['#NewLaunch'],2024-05-25 15:23:37.293661,269,1981,Samsung
t00567,hensonlaura,"Yet to form a solid opinion about Amazon at Los Angeles, USA! #Trending",neutral,"Los Angeles, USA",['#Trending'],2024-10-03 14:25:33.944888,195,602,Amazon
t00568,coxdiane,"Could have been better, talking about Samsung at Port Donnabury, Liechtenstein! #EcoFriendly #MovieNight",negative,"Port Donnabury, Liechtenstein","['#EcoFriendly', '#MovieNight']",2025-04-22 03:53:28.318818,340,1389,Samsung
t00569,jamesrobinson,"Another fantastic innovation from Amazon at Vincentbury, Rwanda! #ShopSmart #TechNews",positive,"Vincentbury, Rwanda","['#ShopSmart', '#TechNews']",2025-04-20 21:59:28.394986,488,795,Amazon
t00570,alison62,"Totally recommend checking out Nike at Greenville, New Caledonia! #NewLaunch",positive,"Greenville, New Caledonia",['#NewLaunch'],2024-10-19 06:21:02.493569,290,1496,Nike
t00571,hatfieldmindy,"Unmatched service and performance by Amazon at São Paulo, Brazil! #ShopSmart",positive,"São Paulo, Brazil",['#ShopSmart'],2024-08-10 06:44:45.179186,315,1664,Amazon
t00572,howardhannah,"Major letdown from Apple at London, UK! #FitnessGoals #TechNews",negative,"London, UK","['#FitnessGoals', '#TechNews']",2025-02-01 01:50:12.298599,251,393,Apple
t00573,andrew88,"Very poor performance by Apple at Paris, France! #FitnessGoals #NewLaunch",negative,"Paris, France","['#FitnessGoals', '#NewLaunch']",2024-11-12 15:26:00.122503,259,720,Apple
t00574,mccormickian,"Another fantastic innovation from Netflix at Port John, Australia! #Trending #EcoFriendly",positive,"Port John, Australia","['#Trending', '#EcoFriendly']",2025-01-05 20:38:36.035710,570,2239,Netflix
t00575,melissa87,"Major letdown from Netflix at Mooretown, Cambodia! #MovieNight #TravelDiaries",negative,"Mooretown, Cambodia","['#MovieNight', '#TravelDiaries']",2024-11-12 10:14:17.322940,445,1450,Netflix
t00576,nathan63,"Absolutely loving the latest release by Tesla at Los Angeles, USA! #EcoFriendly",positive,"Los Angeles, USA",['#EcoFriendly'],2025-01-29 20:00:31.679111,983,1282,Tesla
t00577,oscarreyes,"Exploring the features of Samsung at Sydney, Australia! #EcoFriendly",neutral,"Sydney, Australia",['#EcoFriendly'],2024-07-27 00:09:18.495260,51,1896,Samsung
t00578,melissajones,"Loving the fresh updates brought by Google at New Sarahmouth, Guadeloupe! #NewLaunch #Innovation",positive,"New Sarahmouth, Guadeloupe","['#NewLaunch', '#Innovation']",2024-05-12 02:15:30.302554,414,907,Google
t00579,melindarivera,"Random thoughts on Netflix at Christineville, Venezuela! #MovieNight #ShopSmart",neutral,"Christineville, Venezuela","['#MovieNight', '#ShopSmart']",2024-09-09 05:17:06.715358,374,622,Netflix
t00580,thomasmichael,"Blown away by the quality of Nike at New York, USA! #Innovation #EcoFriendly",positive,"New York, USA","['#Innovation', '#EcoFriendly']",2025-04-20 13:47:16.706290,122,1391,Nike
t00581,hillgregory,"Could have been better, talking about Amazon at Toronto, Canada! #Innovation",negative,"Toronto, Canada",['#Innovation'],2025-04-11 15:45:05.769259,663,663,Amazon
t00582,greenjohn,"Random thoughts on Netflix at West Kelsey, South Georgia and the South Sandwich Islands! #ShopSmart #MovieNight",neutral,"West Kelsey, South Georgia and the South Sandwich Islands","['#ShopSmart', '#MovieNight']",2025-04-09 00:04:05.044491,657,1313,Netflix
t00583,fpearson,"Blown away by the quality of Amazon at Annetteland, Trinidad and Tobago! #FitnessGoals",positive,"Annetteland, Trinidad and Tobago",['#FitnessGoals'],2024-08-29 17:47:40.030551,135,1908,Amazon
t00584,jacksonkristin,"Just another update from Adidas at Berlin, Germany! #Trending",neutral,"Berlin, Germany",['#Trending'],2024-06-01 20:13:26.938102,90,894,Adidas
t00585,connor35,"Could have been better, talking about Amazon at London, UK! #TechNews #FitnessGoals",negative,"London, UK","['#TechNews', '#FitnessGoals']",2024-09-08 22:30:22.313156,365,1817,Amazon
t00586,masonjames,"Frustrated by the poor service at Amazon at Justinborough, Costa Rica! #FitnessGoals #ShopSmart",negative,"Justinborough, Costa Rica","['#FitnessGoals', '#ShopSmart']",2024-10-10 04:45:04.064977,128,594,Amazon
t00587,shannon28,"Not sure how to feel about Adidas at West Josephchester, Syrian Arab Republic! #FitnessGoals #TravelDiaries",neutral,"West Josephchester, Syrian Arab Republic","['#FitnessGoals', '#TravelDiaries']",2024-05-28 03:46:08.933218,304,1526,Adidas
t00588,oramirez,"Unexpected issues faced with Tesla at London, UK! #EcoFriendly #NewLaunch",negative,"London, UK","['#EcoFriendly', '#NewLaunch']",2024-09-10 18:13:30.766395,598,1648,Tesla
t00589,amber94,"Had an average experience with Google at East Cynthia, Thailand! #NewLaunch",neutral,"East Cynthia, Thailand",['#NewLaunch'],2024-08-14 14:15:16.532756,926,2776,Google
t00590,lindsaygrant,"Blown away by the quality of Netflix at Knappburgh, French Guiana! #Trending",positive,"Knappburgh, French Guiana",['#Trending'],2024-07-22 11:27:10.762711,46,1597,Netflix
t00591,thomasgerald,"Frustrated by the poor service at Adidas at London, UK! #ShopSmart",negative,"London, UK",['#ShopSmart'],2024-11-01 03:51:23.790221,894,2800,Adidas
t00592,dylan90,"Worst experience so far with Adidas at Port Charles, Turks and Caicos Islands! #NewLaunch",negative,"Port Charles, Turks and Caicos Islands",['#NewLaunch'],2024-09-03 14:13:40.109676,51,218,Adidas
t00593,owensanthony,"Just another update from Google at Los Angeles, USA! #ShopSmart #EcoFriendly",neutral,"Los Angeles, USA","['#ShopSmart', '#EcoFriendly']",2024-08-10 23:58:09.569878,52,1558,Google
t00594,brandyhenry,"Just another update from Netflix at Thorntonchester, Cyprus! #EcoFriendly #TechNews",neutral,"Thorntonchester, Cyprus","['#EcoFriendly', '#TechNews']",2024-11-04 01:41:50.226950,164,1903,Netflix
t00595,renee69,"Just another update from Google at Sydney, Australia! #EcoFriendly",neutral,"Sydney, Australia",['#EcoFriendly'],2024-10-01 19:13:20.118785,504,1540,Google
t00596,reevessherry,"Checked out the new update of Google at Mumbai, India! #ShopSmart",neutral,"Mumbai, India",['#ShopSmart'],2024-12-19 18:57:33.739617,221,2061,Google
t00597,maria35,"Very poor performance by Netflix at Catherinemouth, Denmark! #TechNews #TravelDiaries",negative,"Catherinemouth, Denmark","['#TechNews', '#TravelDiaries']",2025-01-23 23:20:10.123560,322,648,Netflix
t00598,alicia20,"Totally recommend checking out Google at Alexandraside, Iraq! #Innovation #MovieNight",positive,"Alexandraside, Iraq","['#Innovation', '#MovieNight']",2025-04-14 11:02:54.424066,897,1656,Google
t00599,cjones,"Mixed feelings about Adidas at London, UK! #FitnessGoals",neutral,"London, UK",['#FitnessGoals'],2024-06-09 10:48:16.797274,663,1735,Adidas
t00600,seanrodgers,"Unmatched service and performance by Google at Paris, France! #FitnessGoals #TechNews",positive,"Paris, France","['#FitnessGoals', '#TechNews']",2024-05-09 06:00:29.082160,702,1477,Google
t00601,jeremybeltran,"Giving a try to Amazon at Berlin, Germany! #ShopSmart",neutral,"Berlin, Germany",['#ShopSmart'],2024-12-16 20:22:09.853532,302,1783,Amazon
t00602,joshua23,"Amazing experience with the new product from Adidas at Tokyo, Japan! #TravelDiaries",positive,"Tokyo, Japan",['#TravelDiaries'],2024-05-04 02:27:16.617384,503,1821,Adidas
t00603,andrewjames,"Had an average experience with Netflix at Los Angeles, USA! #TravelDiaries",neutral,"Los Angeles, USA",['#TravelDiaries'],2024-07-23 08:21:04.341662,809,1881,Netflix
t00604,randythompson,"Not sure how to feel about Amazon at West Bradley, Moldova! #MovieNight #TechNews",neutral,"West Bradley, Moldova","['#MovieNight', '#TechNews']",2024-12-27 17:56:05.067692,395,748,Amazon
t00605,nevans,"First impressions are great for Netflix at Los Angeles, USA! #MovieNight #Trending",positive,"Los Angeles, USA","['#MovieNight', '#Trending']",2024-08-28 17:58:12.939086,310,1881,Netflix
t00606,henry29,"Worst experience so far with Google at Port Sherriborough, Saint Lucia! #Trending #FitnessGoals",negative,"Port Sherriborough, Saint Lucia","['#Trending', '#FitnessGoals']",2024-08-24 21:07:50.226546,976,1810,Google
t00607,megan43,"Another fantastic innovation from Netflix at Tokyo, Japan! #ShopSmart",positive,"Tokyo, Japan",['#ShopSmart'],2024-10-29 21:06:49.415466,829,1091,Netflix
t00608,scott61,"Exploring the features of Apple at Perezview, Cayman Islands! #ShopSmart",neutral,"Perezview, Cayman Islands",['#ShopSmart'],2025-04-06 08:03:36.711857,292,2146,Apple
t00609,ryanbradley,"Not sure how to feel about Nike at Boyerton, Palau! #Trending #FitnessGoals",neutral,"Boyerton, Palau","['#Trending', '#FitnessGoals']",2024-06-21 04:01:59.585252,388,1883,Nike
t00610,evansjessica,"Blown away by the quality of Google at São Paulo, Brazil! #Trending #NewLaunch",positive,"São Paulo, Brazil","['#Trending', '#NewLaunch']",2024-11-22 01:00:00.207213,799,1671,Google
t00611,tiffany60,"Honestly, not happy with Tesla at Sydney, Australia! #Trending",negative,"Sydney, Australia",['#Trending'],2024-12-30 18:52:25.948034,687,1144,Tesla
t00612,baileyteresa,"Totally recommend checking out Nike at London, UK! #FitnessGoals",positive,"London, UK",['#FitnessGoals'],2025-04-24 00:38:30.676323,960,1794,Nike
t00613,melissa39,"Worst experience so far with Amazon at Los Angeles, USA! #EcoFriendly #TechNews",negative,"Los Angeles, USA","['#EcoFriendly', '#TechNews']",2025-01-26 03:44:50.233039,986,2087,Amazon
t00614,blyons,"Major letdown from Netflix at Mumbai, India! #EcoFriendly",negative,"Mumbai, India",['#EcoFriendly'],2024-05-03 15:33:41.931035,733,752,Netflix
t00615,swright,"Exploring the features of Nike at Sydney, Australia! #FitnessGoals #MovieNight",neutral,"Sydney, Australia","['#FitnessGoals', '#MovieNight']",2025-04-09 22:25:20.058112,777,841,Nike
t00616,lsolomon,"First time trying products from Adidas at Port Raymondside, Japan! #MovieNight",neutral,"Port Raymondside, Japan",['#MovieNight'],2025-02-21 22:53:35.931015,291,2052,Adidas
t00617,johnsmith,"Blown away by the quality of Tesla at Mumbai, India! #Innovation #Trending",positive,"Mumbai, India","['#Innovation', '#Trending']",2024-12-19 04:34:17.252111,677,2226,Tesla
t00618,audrey29,"Not sure how to feel about Netflix at New York, USA! #Innovation",neutral,"New York, USA",['#Innovation'],2024-07-03 19:54:30.193032,430,1648,Netflix
t00619,tammy25,"Blown away by the quality of Netflix at São Paulo, Brazil! #TravelDiaries",positive,"São Paulo, Brazil",['#TravelDiaries'],2025-01-24 22:01:04.617599,49,857,Netflix
t00620,amandawilliams,"Frustrated by the poor service at Amazon at New York, USA! #ShopSmart #EcoFriendly",negative,"New York, USA","['#ShopSmart', '#EcoFriendly']",2025-01-17 04:01:25.996707,262,1482,Amazon
t00621,nathanwalker,"Super impressed by the quality of Nike at Valenciaton, Bangladesh! #TechNews #Innovation",positive,"Valenciaton, Bangladesh","['#TechNews', '#Innovation']",2025-01-29 21:38:49.342762,765,2404,Nike
t00622,cbridges,"Unexpected issues faced with Adidas at New York, USA! #Trending #TechNews",negative,"New York, USA","['#Trending', '#TechNews']",2024-05-30 21:17:51.468442,583,2085,Adidas
t00623,suzanne47,"Had an average experience with Samsung at Tokyo, Japan! #NewLaunch",neutral,"Tokyo, Japan",['#NewLaunch'],2024-07-01 23:12:20.599272,167,2023,Samsung
t00624,clintonschaefer,"Just another update from Tesla at Rachelchester, Madagascar! #NewLaunch",neutral,"Rachelchester, Madagascar",['#NewLaunch'],2025-01-17 03:43:14.054973,969,1719,Tesla
t00625,jwatson,"Worst experience so far with Amazon at Tokyo, Japan! #TravelDiaries",negative,"Tokyo, Japan",['#TravelDiaries'],2025-04-13 21:23:11.545571,901,2285,Amazon
t00626,terry21,"Mixed feelings about Adidas at Sydney, Australia! #Trending",neutral,"Sydney, Australia",['#Trending'],2024-08-27 10:19:16.472696,790,989,Adidas
t00627,mathewdavidson,"Loving the fresh updates brought by Samsung at Los Angeles, USA! #Innovation",positive,"Los Angeles, USA",['#Innovation'],2024-05-19 02:23:45.516423,975,2582,Samsung
t00628,potterhayley,"Really disappointed with the latest update from Samsung at Tokyo, Japan! #Trending #MovieNight",negative,"Tokyo, Japan","['#Trending', '#MovieNight']",2025-02-16 01:53:44.172310,585,1410,Samsung
t00629,bwells,"Totally recommend checking out Tesla at Lake Brandonstad, Saudi Arabia! #TechNews",positive,"Lake Brandonstad, Saudi Arabia",['#TechNews'],2024-08-30 15:34:21.755261,338,1938,Tesla
t00630,howardwhitehead,"Unmatched service and performance by Samsung at Los Angeles, USA! #Innovation",positive,"Los Angeles, USA",['#Innovation'],2025-04-10 14:02:55.310483,728,1332,Samsung
t00631,fhill,"Random thoughts on Amazon at Paris, France! #ShopSmart #NewLaunch",neutral,"Paris, France","['#ShopSmart', '#NewLaunch']",2024-09-01 06:18:15.679808,373,1065,Amazon
t00632,jacksonelizabeth,"Worst experience so far with Google at Berlin, Germany! #MovieNight #Innovation",negative,"Berlin, Germany","['#MovieNight', '#Innovation']",2024-06-11 05:56:19.044093,917,1544,Google
t00633,tylergoodwin,"Terrible experience with Nike at Christopherchester, Dominica! #TechNews #EcoFriendly",negative,"Christopherchester, Dominica","['#TechNews', '#EcoFriendly']",2024-12-10 09:27:36.563893,464,1034,Nike
t00634,uturner,"Checked out the new update of Google at Tylerborough, Kenya! #MovieNight #TechNews",neutral,"Tylerborough, Kenya","['#MovieNight', '#TechNews']",2024-11-23 22:59:44.204861,514,530,Google
t00635,thomas41,"Frustrated by the poor service at Netflix at Toronto, Canada! #FitnessGoals #ShopSmart",negative,"Toronto, Canada","['#FitnessGoals', '#ShopSmart']",2024-07-07 02:47:36.810660,929,1421,Netflix
t00636,jgriffith,"Another fantastic innovation from Apple at Toronto, Canada! #MovieNight",positive,"Toronto, Canada",['#MovieNight'],2025-02-19 05:13:18.129486,178,1599,Apple
t00637,carolynvaldez,"Loving the fresh updates brought by Adidas at Myersfort, Austria! #ShopSmart",positive,"Myersfort, Austria",['#ShopSmart'],2024-07-28 13:46:57.969925,568,1781,Adidas
t00638,nicole68,"Worst experience so far with Samsung at Berlin, Germany! #NewLaunch #TechNews",negative,"Berlin, Germany","['#NewLaunch', '#TechNews']",2024-08-28 19:10:20.383996,68,1802,Samsung
t00639,elizabeth25,"First impressions are great for Netflix at Toronto, Canada! #NewLaunch #EcoFriendly",positive,"Toronto, Canada","['#NewLaunch', '#EcoFriendly']",2025-03-16 03:29:25.226631,117,1406,Netflix
t00640,tphillips,"Unmatched service and performance by Amazon at Dennisbury, Brunei Darussalam! #EcoFriendly #ShopSmart",positive,"Dennisbury, Brunei Darussalam","['#EcoFriendly', '#ShopSmart']",2024-10-01 23:49:36.875685,591,948,Amazon
t00641,debbie18,"Could have been better, talking about Netflix at Jonesfurt, Slovakia (Slovak Republic)! #Trending",negative,"Jonesfurt, Slovakia (Slovak Republic)",['#Trending'],2025-01-08 18:17:11.750093,66,416,Netflix
t00642,wadescott,"Random thoughts on Apple at Michaelland, Guernsey! #Trending #TechNews",neutral,"Michaelland, Guernsey","['#Trending', '#TechNews']",2025-04-25 14:15:00.512522,692,2138,Apple
t00643,randolphdeborah,"Another fantastic innovation from Apple at Sydney, Australia! #ShopSmart",positive,"Sydney, Australia",['#ShopSmart'],2024-12-14 15:01:14.071012,872,1000,Apple
t00644,bdennis,"Could have been better, talking about Google at North Reginaberg, Switzerland! #ShopSmart",negative,"North Reginaberg, Switzerland",['#ShopSmart'],2024-04-28 15:41:57.509082,721,1782,Google
t00645,mark11,"Absolutely loving the latest release by Tesla at Fergusonstad, Greece! #Trending",positive,"Fergusonstad, Greece",['#Trending'],2024-09-19 13:46:49.487874,493,660,Tesla
t00646,gutierrezbrandi,"Totally recommend checking out Nike at Tokyo, Japan! #EcoFriendly #ShopSmart",positive,"Tokyo, Japan","['#EcoFriendly', '#ShopSmart']",2024-10-22 05:42:56.705084,846,1088,Nike
t00647,campbelljanet,"First impressions are great for Samsung at New York, USA! #Innovation #FitnessGoals",positive,"New York, USA","['#Innovation', '#FitnessGoals']",2024-08-08 23:59:04.277523,745,2630,Samsung
t00648,carpentersherri,"Unexpected issues faced with Nike at São Paulo, Brazil! #Innovation",negative,"São Paulo, Brazil",['#Innovation'],2025-01-31 05:34:27.018083,614,1993,Nike
t00649,nicholas24,"First time trying products from Amazon at Berlin, Germany! #FitnessGoals #MovieNight",neutral,"Berlin, Germany","['#FitnessGoals', '#MovieNight']",2024-11-12 11:16:28.401630,103,995,Amazon
t00650,kellimann,"Terrible experience with Netflix at Port Pamberg, Afghanistan! #ShopSmart #NewLaunch",negative,"Port Pamberg, Afghanistan","['#ShopSmart', '#NewLaunch']",2025-02-23 23:21:15.851089,783,2663,Netflix
t00651,williammorris,"First impressions are great for Netflix at Tokyo, Japan! #TechNews",positive,"Tokyo, Japan",['#TechNews'],2025-01-23 13:03:42.901975,510,568,Netflix
t00652,margaret92,"Very poor performance by Samsung at Toronto, Canada! #TravelDiaries",negative,"Toronto, Canada",['#TravelDiaries'],2024-09-04 00:22:47.555370,648,1883,Samsung
t00653,john32,"Just another update from Apple at Tracyshire, Ukraine! #FitnessGoals",neutral,"Tracyshire, Ukraine",['#FitnessGoals'],2024-09-29 02:40:37.193215,872,2208,Apple
t00654,susanmorse,"Worst experience so far with Nike at Rodriguezfort, Saint Kitts and Nevis! #TravelDiaries #Innovation",negative,"Rodriguezfort, Saint Kitts and Nevis","['#TravelDiaries', '#Innovation']",2025-04-06 16:37:00.888599,19,1446,Nike
t00655,robinsonshane,"Blown away by the quality of Netflix at London, UK! #NewLaunch",positive,"London, UK",['#NewLaunch'],2024-10-04 03:41:38.738593,654,1722,Netflix
t00656,henryenglish,"Worst experience so far with Samsung at Toronto, Canada! #MovieNight #FitnessGoals",negative,"Toronto, Canada","['#MovieNight', '#FitnessGoals']",2024-06-05 02:17:50.742499,725,2432,Samsung
t00657,kellermark,"Terrible experience with Apple at New York, USA! #EcoFriendly",negative,"New York, USA",['#EcoFriendly'],2024-07-14 04:49:00.346121,387,1463,Apple
t00658,manuel30,"First impressions are great for Netflix at East Jessica, Tokelau! #FitnessGoals #TechNews",positive,"East Jessica, Tokelau","['#FitnessGoals', '#TechNews']",2024-06-27 14:14:12.280127,268,486,Netflix
t00659,simmonskim,"Loving the fresh updates brought by Adidas at Toronto, Canada! #TravelDiaries #EcoFriendly",positive,"Toronto, Canada","['#TravelDiaries', '#EcoFriendly']",2024-12-19 05:29:30.612802,580,1259,Adidas
t00660,johndawson,"First impressions are great for Amazon at Tokyo, Japan! #FitnessGoals #TravelDiaries",positive,"Tokyo, Japan","['#FitnessGoals', '#TravelDiaries']",2024-06-10 22:29:02.648269,11,1431,Amazon
t00661,rachel24,"Really disappointed with the latest update from Netflix at Tokyo, Japan! #EcoFriendly #TechNews",negative,"Tokyo, Japan","['#EcoFriendly', '#TechNews']",2025-04-12 01:21:54.395904,165,495,Netflix
t00662,chenjames,"Could have been better, talking about Tesla at Los Angeles, USA! #TechNews #TravelDiaries",negative,"Los Angeles, USA","['#TechNews', '#TravelDiaries']",2024-09-07 14:36:00.127876,796,2304,Tesla
t00663,joshuasmith,"Another fantastic innovation from Nike at Mumbai, India! #EcoFriendly",positive,"Mumbai, India",['#EcoFriendly'],2025-03-16 19:38:11.086482,83,579,Nike
t00664,marissa15,"Really disappointed with the latest update from Amazon at Berlin, Germany! #FitnessGoals",negative,"Berlin, Germany",['#FitnessGoals'],2025-03-21 07:30:27.468858,859,1903,Amazon
t00665,angelawalker,"Frustrated by the poor service at Netflix at Los Angeles, USA! #TravelDiaries",negative,"Los Angeles, USA",['#TravelDiaries'],2024-04-29 11:12:35.661225,735,1027,Netflix
t00666,marthadudley,"Had an average experience with Amazon at São Paulo, Brazil! #ShopSmart #MovieNight",neutral,"São Paulo, Brazil","['#ShopSmart', '#MovieNight']",2024-08-03 18:05:44.757390,157,1624,Amazon
t00667,ldavis,"Very poor performance by Google at New York, USA! #Innovation",negative,"New York, USA",['#Innovation'],2024-12-14 14:08:21.248169,228,1105,Google
t00668,kchang,"Very poor performance by Google at Port Christineberg, Tajikistan! #NewLaunch",negative,"Port Christineberg, Tajikistan",['#NewLaunch'],2024-11-01 11:27:39.099914,12,799,Google
t00669,codybutler,"Honestly, not happy with Netflix at Port Christopher, New Caledonia! #TravelDiaries",negative,"Port Christopher, New Caledonia",['#TravelDiaries'],2024-11-24 15:07:12.142339,603,1852,Netflix
t00670,gbradley,"Just another update from Google at Paris, France! #TravelDiaries",neutral,"Paris, France",['#TravelDiaries'],2025-04-16 12:20:48.820724,736,1295,Google
t00671,hcampbell,"Super impressed by the quality of Netflix at Toronto, Canada! #TravelDiaries #MovieNight",positive,"Toronto, Canada","['#TravelDiaries', '#MovieNight']",2025-03-08 21:21:30.243446,998,1972,Netflix
t00672,kaylee17,"Absolutely loving the latest release by Nike at São Paulo, Brazil! #TravelDiaries",positive,"São Paulo, Brazil",['#TravelDiaries'],2025-02-03 13:09:43.638235,199,749,Nike
t00673,george41,"Major letdown from Nike at Tokyo, Japan! #Innovation",negative,"Tokyo, Japan",['#Innovation'],2025-02-28 05:12:50.545163,234,1519,Nike
t00674,eduardodavidson,"Very poor performance by Nike at Tokyo, Japan! #TravelDiaries",negative,"Tokyo, Japan",['#TravelDiaries'],2024-06-07 18:32:30.698642,452,1918,Nike
t00675,ryanpatton,"Frustrated by the poor service at Nike at Mumbai, India! #MovieNight",negative,"Mumbai, India",['#MovieNight'],2025-03-25 15:10:22.017841,357,1903,Nike
t00676,alyssamedina,"Had an average experience with Apple at East Hunter, Montenegro! #FitnessGoals #EcoFriendly",neutral,"East Hunter, Montenegro","['#FitnessGoals', '#EcoFriendly']",2024-12-29 13:40:12.201329,905,2137,Apple
t00677,haysnicole,"Loving the fresh updates brought by Apple at London, UK! #Trending #FitnessGoals",positive,"London, UK","['#Trending', '#FitnessGoals']",2024-12-11 09:07:25.985859,677,2567,Apple
t00678,rodriguezbradley,"First time trying products from Tesla at New York, USA! #NewLaunch #ShopSmart",neutral,"New York, USA","['#NewLaunch', '#ShopSmart']",2025-01-24 14:48:28.870518,654,1582,Tesla
